Satellite,Benchmark Latitude,Benchmark Longitude,Benchmark Altitude,Predicted Latitude,Predicted Longitude,Predicted Altitude,Error
Satellite 284,5044.156,-638.51764,-4723.5522,5040.962,-676.20276,-4774.282,63.27638
Satellite 285,-4050.5364,-4016.173,3913.6462,-4130.2773,-4079.0647,3869.336,110.80333
Satellite 286,2996.124,-4859.432,-4498.0474,2922.717,-4917.2393,-4466.394,98.65182
Satellite 287,5267.671,-3188.3843,3145.4158,5210.845,-3212.4924,3100.9565,76.072235
Satellite 288,4826.7563,-4841.089,-1138.8413,4799.3247,-4791.719,-1099.0608,69.08216
Satellite 289,-3562.093,5552.01,-1895.6047,-3559.8884,5560.758,-1878.096,19.69635
Satellite 290,5057.4175,-229.96037,4870.6367,5046.6704,-236.00705,4813.2783,58.66897
Satellite 291,-6360.1626,953.9145,-1423.195,-6302.611,991.8411,-1578.4927,169.90591
Satellite 292,3589.4363,2139.515,-5438.941,3577.14,2203.6902,-5457.7007,67.98234
Satellite 293,-4384.8384,1419.4434,5025.3594,-4410.925,1414.9235,5005.6455,33.0086
Satellite 294,2837.7202,-6084.451,-585.1019,2899.4395,-6093.1846,-531.2218,82.39299
Satellite 295,-6502.0674,1013.5706,2210.0708,-6455.687,991.5954,2208.0083,51.364414
Satellite 296,4156.7866,483.21838,5496.4014,4032.4226,459.10822,5540.823,134.24236
Satellite 297,4856.588,-943.20166,-4840.2515,4799.3247,-926.2508,-4837.9233,59.76474
Satellite 298,1259.6578,-5591.899,-3943.3633,1277.9414,-5408.29,-3931.5571,184.89429
Satellite 299,5153.386,-214.12276,-4330.1924,5188.7734,-232.28395,-4368.0454,54.908424
Satellite 300,-4086.428,5196.6567,1243.0469,-4166.667,5293.004,1110.6382,182.35443
Satellite 301,5876.3813,-692.0356,3622.4177,5853.859,-747.11664,3666.5093,74.06247
Satellite 302,3178.4841,4456.745,-4075.199,3247.6965,4468.515,-4145.961,99.680214
Satellite 303,-40283.16,-12467.683,-252.9158,-40299.086,-12700.2,-315.21225,241.24449
Satellite 304,-27.442856,-6121.396,-3232.1956,239.37724,-6114.467,-3263.2944,268.7157
Satellite 305,-3255.7239,4643.823,3953.591,-3227.344,4808.102,3963.195,166.98857
Satellite 306,6407.242,-1597.3986,1707.0382,6364.1094,-1601.6188,1752.5336,62.83373
Satellite 307,-6532.033,-292.6056,-2060.531,-6531.126,-260.9446,-2007.7288,61.573677
Satellite 308,-1169.3809,-5345.116,-4151.797,-1153.206,-5378.9966,-4145.961,37.994236
Satellite 309,6529.612,-3352.0454,1901.3846,6520.407,-3402.016,1900.3008,50.822933
Satellite 310,-1020.6144,7037.2886,-1361.144,-1180.0435,6859.9497,-1371.8632,238.70819
Satellite 311,2383.7524,4778.168,4417.7676,2414.9092,4797.0396,4402.3657,39.548653
Satellite 312,-864.43964,5541.062,4038.1206,-665.8155,5515.91,4043.6594,200.28691
Satellite 313,-1651.1545,-1309.0312,-6426.138,-1457.6438,-1431.9319,-6453.9126,230.91641
Satellite 314,-4405.169,-1460.6224,5057.678,-4432.2466,-1480.1592,5102.6406,56.004467
Satellite 315,5797.342,-467.1321,-3785.867,5807.778,-530.7815,-3819.8655,72.911285
Satellite 316,-3869.0828,-3327.8665,4807.4336,-3830.9197,-3349.1853,4837.494,53.05234
Satellite 317,4140.427,-689.199,6282.355,4253.1763,-770.98553,6200.625,161.49701
Satellite 318,-3435.9497,-5270.6597,-2927.2295,-3508.9653,-5197.8315,-2864.901,120.49926
Satellite 319,-5248.418,1645.806,4228.605,-5306.832,1721.8025,4294.721,116.44319
Satellite 320,823.0259,-3111.3542,6877.636,850.7765,-3071.6887,6870.801,48.889404
Satellite 321,-1165.2816,6028.3896,-3206.0984,-1213.7612,6003.8696,-3205.0928,54.337055
Satellite 322,2050.1604,5916.1997,3045.5469,1939.099,5917.715,3093.591,121.01725
Satellite 323,-2380.267,-5655.8154,3021.7393,-2438.5137,-5647.9253,2952.4888,90.832535
Satellite 324,1724.5009,573.0105,-6706.7866,1793.877,603.79926,-6687.4883,78.31613
Satellite 325,5629.3354,-1147.9637,-3783.1396,5624.5186,-1118.9037,-3682.517,104.84555
Satellite 326,2446.2095,4417.9614,4941.3965,2477.6626,4468.515,4955.737,61.24232
Satellite 327,-3835.6697,4039.8623,4100.4155,-3824.7239,4160.6694,4224.826,173.75897
Satellite 328,-4584.6353,5072.536,-627.4134,-4512.744,5131.794,-679.3412,106.65981
Satellite 329,-3049.7559,-2178.792,6088.3,-2993.7065,-2174.4443,5953.6567,145.90813
Satellite 330,22498.334,15235.678,11745.915,22580.783,15028.4795,11712.787,225.44722
Satellite 331,1097.4033,6797.1997,-694.90283,1035.2627,6748.872,-684.07996,79.46164
Satellite 332,-2368.473,-584.5412,-6516.0522,-2417.9133,-555.9793,-6467.044,75.24594
Satellite 333,-3551.2327,-2104.2334,-5310.795,-3553.6516,-2089.6768,-5341.204,33.800373
Satellite 334,-2132.3154,-6521.616,-900.95905,-2003.1741,-6606.6265,-982.1253,174.62015
Satellite 335,-38170.473,17929.498,202.72794,-38381.836,17887.045,237.72786,218.4072
Satellite 336,-6669.6733,385.802,1853.2604,-6616.644,441.11377,1838.7162,77.99379
Satellite 337,4051.6533,3469.233,-4440.799,4011.7263,3549.7393,-4430.8906,90.40802
Satellite 338,644.0045,5126.213,4566.5605,830.4926,5092.6807,4576.987,189.76546
Satellite 339,-2844.3843,5759.0166,2610.1692,-2842.408,5817.485,2690.1592,99.10016
Satellite 340,2232.3655,5145.972,3870.3652,2331.1243,5139.647,3865.5552,99.077965
Satellite 341,-3386.7695,-4160.8696,4296.7856,-3413.8464,-4227.491,4286.9,72.590096
Satellite 342,3858.7727,-1868.177,5567.0195,3776.1035,-1758.0789,5571.6646,137.75839
Satellite 343,-4493.737,1414.9873,-5075.941,-4487.3633,1407.9818,-5031.37,45.56594
Satellite 344,5171.1597,-313.75327,-4500.292,5188.7734,-314.6756,-4460.152,43.84434
Satellite 345,31418.307,28135.537,-908.64307,31414.662,28147.297,-938.56146,32.352512
Satellite 346,-2333.942,4569.841,-4672.2437,-2472.2312,4486.957,-4619.3154,169.69104
Satellite 347,3784.1807,-1437.8029,-5392.6094,3776.1035,-1439.0647,-5384.5273,11.495729
Satellite 348,666.5884,5806.334,-3571.629,782.52454,5871.694,-3605.2983,137.2834
Satellite 349,5761.0645,-849.9501,-3386.4507,5807.778,-867.9947,-3368.451,53.21409
Satellite 350,6619.1323,646.8561,1658.7502,6581.6016,669.4561,1687.8008,52.566658
Satellite 351,-1981.957,4326.29,4760.3965,-2004.2814,4385.7085,4714.451,78.35752
Satellite 352,-6464.305,2282.7317,1149.8235,-6449.878,2291.7415,1110.6382,42.717785
Satellite 353,-6120.6787,-505.9722,-3231.0718,-6142.0083,-555.9793,-3216.1362,56.380257
Satellite 354,5376.0903,-3001.346,3503.655,5357.694,-2984.3726,3448.5627,60.51187
Satellite 355,-2577.6367,6325.9814,-699.7249,-2478.468,6282.911,-719.0913,109.83871
Satellite 356,6346.388,2582.089,964.82495,6328.742,2660.4167,900.48956,102.88655
Satellite 357,-1537.2152,-5248.536,-4165.22,-1436.5502,-5212.213,-4171.4067,107.196556
Satellite 358,-2488.121,4419.456,4702.512,-2472.2312,4424.8794,4690.2354,20.79958
Satellite 359,1775.3741,-5722.9824,-3328.9807,1802.3127,-5727.513,-3263.2944,71.14003
Satellite 360,19960.873,17056.006,2568.6135,20007.855,17029.71,2511.1436,78.75004
Satellite 361,-1355.9528,-4716.1704,4571.7534,-1305.3998,-4805.783,4600.099,106.72176
Satellite 362,4593.819,4792.3237,2026.8932,4675.33,4788.277,2090.968,103.75954
Satellite 363,-5409.937,1116.0363,4164.674,-5396.584,1170.072,4121.791,70.26452
Satellite 364,-2241.284,-42080.61,-88.37975,-2405.3826,-42022.777,-22.025728,186.2143
Satellite 365,-304766.44,-49580.79,-14171.755,-303111.4,-49477.082,-14124.069,1658.9629
Satellite 366,-4198.0737,-2938.771,-4510.4336,-4130.2773,-2991.9077,-4460.152,99.740234
Satellite 367,-1724.6136,5574.04,3744.0945,-1925.5714,5620.952,3732.1995,206.70332
Satellite 368,6766.7036,23.782713,-1132.7026,6749.675,86.9115,-1163.7936,72.40076
Satellite 369,5410.3857,-4690.439,1388.7065,5351.9844,-4693.7793,1348.1018,71.2083
Satellite 370,1052.8951,-5576.7617,-3725.3857,1068.8866,-5504.8623,-3640.474,112.40657
Satellite 371,-5926.5664,2767.4707,-2096.9333,-5967.239,2759.2952,-2072.461,48.166164
Satellite 372,2052.2986,5699.2207,-3286.1199,2324.8875,5704.5645,-3260.9512,273.80048
Satellite 373,5103.748,-233.12607,-4696.332,5057.0107,-314.6756,-4763.309,115.41502
Satellite 374,-3553.857,-405.87195,-6695.541,-3508.9653,-486.48877,-6682.676,93.16567
Satellite 375,-3068.0212,2722.9294,-5351.885,-3038.3928,2685.9639,-5362.389,48.524624
Satellite 376,1703.2004,546.36945,-6624.7354,1731.4863,602.6275,-6526.255,116.890816
Satellite 377,2664.892,3457.9631,-5299.9097,2869.6396,3435.5168,-5257.459,210.30325
Satellite 378,4077.1892,3814.8398,3540.2947,3996.7034,3825.851,3518.0337,84.230446
Satellite 379,3149.164,5926.353,1669.4009,3241.4597,5917.715,1641.6268,96.77037
Satellite 380,-5774.394,3691.7712,970.7701,-5704.7163,3678.26,900.48956,99.884384
Satellite 381,-6260.599,2351.1125,-1552.2539,-6262.967,2278.7393,-1578.4927,77.019295
Satellite 382,-3667.2734,4844.2437,-3314.2576,-3553.6516,4812.973,-3346.3237,122.13109
Satellite 383,5814.889,1508.97,3313.0337,5827.04,1455.3086,3321.1733,55.618713
Satellite 384,-5667.9014,1570.2815,-3555.8735,-5647.16,1674.3755,-3607.9565,118.23027
Satellite 385,-1067949.8,6311014.5,-5316373.5,-1061538.5,6272432.0,-5284092.5,50712.688
Satellite 386,3020.1917,5494.831,-2790.3394,2904.7864,5487.32,-2786.95,115.69911
Satellite 387,719.2686,3515.3452,5891.518,843.0796,3549.7393,5895.0723,128.54858
Satellite 388,4961.4463,555.1692,-4649.421,4963.7783,511.6653,-4619.3154,52.956253
Satellite 389,38259.203,-17739.516,-110.78016,38215.4,-17689.201,-186.72627,101.085144
Satellite 390,-3839.3374,3967.2495,4391.636,-3822.4517,3825.5298,4295.8496,171.88568
Satellite 391,-3892.0642,-5229.6816,1923.0736,-3843.052,-5303.536,1911.2706,89.42032
Satellite 392,2442.6636,5186.232,3599.8174,2475.6401,5134.907,3666.5093,90.385216
Satellite 393,-1394.3407,-4944.5527,-4493.61,-1395.2532,-4879.305,-4430.8906,90.508446
Satellite 394,-1067.8617,-4557.4834,-5099.725,-1153.206,-4468.45,-5018.4917,147.68018
Satellite 395,-1643.491,-5287.0254,4143.217,-1865.0162,-5369.131,4121.791,237.22102
Satellite 396,6796.7515,982.1307,-980.6377,6761.009,1043.8685,-981.0636,71.33921
Satellite 397,-4317.1274,-3566.498,4084.3262,-4400.1455,-3519.9397,4082.751,95.19538
Satellite 398,-5247.263,-143.88759,-4421.1733,-5336.0073,-139.45267,-4430.8906,89.38466
Satellite 399,-2366.471,-5848.426,2591.8198,-2417.9133,-5604.6694,2628.0852,251.75117
Satellite 400,2386.5857,-7215.8403,1709.9315,2393.8777,-7047.5366,1752.5336,173.76492
Satellite 401,-4845.898,2344.7317,4336.1465,-4799.3257,2305.0227,4373.1045,71.49597
Satellite 402,-2670.1836,-5473.481,3155.2852,-2786.5762,-5488.4385,3163.062,117.60714
Satellite 403,-5925.5234,-941.4069,3238.016,-5967.239,-849.3061,3110.5198,162.72076
Satellite 404,-4790.684,1749.5685,-4705.7427,-4789.3057,1707.0729,-4776.4404,82.49818
Satellite 405,-296.00082,914.9187,6744.647,-417.12805,927.45447,6748.2974,121.82888
Satellite 406,-760.7858,-4808.556,-4658.542,-605.26044,-4752.6846,-4639.344,166.36807
Satellite 407,260.89017,-3288.8003,-6126.6084,239.37724,-3283.4111,-6120.7026,22.950533
Satellite 408,570.2579,4407.6597,5052.9707,788.76135,4462.2793,4993.1885,233.02573
Satellite 409,4703.993,4998.507,-160.3418,4714.1094,4876.106,-65.589325,155.12042
Satellite 410,1467.7988,-5031.8447,-4520.8774,1277.9414,-5054.953,-4602.775,208.05536
Satellite 411,966.75,4891.2075,4839.3013,999.94037,4886.4365,4826.4097,35.924316
Satellite 412,659.24445,-1312.7411,-7025.681,780.68915,-1297.941,-7006.7314,123.802055
Satellite 413,-3427.4868,-5816.345,583.0329,-3427.5808,-5880.012,548.0973,72.62225
Satellite 414,-4465.0464,1435.037,-5091.9287,-4453.4233,1407.9818,-5018.4917,79.12062
Satellite 415,-4520.3716,-5078.75,-1279.846,-4479.3496,-5085.7583,-1099.0608,185.51332
Satellite 416,-4799.5254,-2542.3894,-3987.832,-4774.6953,-2569.2031,-3989.8904,36.60253
Satellite 417,6389.449,2255.1255,1049.8939,6364.1094,2237.396,1038.0837,33.10473
Satellite 418,-4990.407,-1792.4423,4432.4688,-5062.694,-1813.2257,4423.7793,75.71535
Satellite 419,-1589.6411,5951.0513,-3142.9463,-1455.8083,5912.125,-3094.7563,147.47452
Satellite 420,-4288.603,1258.818,5642.235,-4387.5586,1231.8983,5571.6646,124.487114
Satellite 421,-111.7456,6910.909,17.052279,178.82216,6809.7603,11.703541,307.7163
Satellite 422,5851.8887,-1171.5559,-3133.1077,5838.237,-1122.6267,-3056.2864,92.0975
Satellite 423,-3672.7942,5572.7124,1940.7129,-3800.0088,5620.952,1911.2706,139.203
Satellite 424,-232.88579,3273.2537,-6124.0107,-439.09747,3176.4426,-6126.186,227.81651
Satellite 425,6559.318,513.0992,2244.6836,6517.6416,553.89056,2220.6301,63.082626
Satellite 426,-2503.836,1531.1937,-6309.119,-2438.5137,1470.6259,-6288.226,91.49856
Satellite 427,6302.9995,-1606.1055,2417.9062,6325.9766,-1638.9904,2425.894,40.904346
Satellite 428,4329.2593,2502.9905,4630.417,4268.199,2362.6787,4615.811,153.71745
Satellite 429,-1778.6312,-6043.3,-2877.459,-1865.0162,-6025.7734,-2848.1455,92.89146
Satellite 430,-5586.5396,-3605.1267,-1981.2311,-5593.069,-3722.7607,-1939.0482,125.139084
Satellite 431,-13584.738,-39898.7,-36.629894,-13522.5,-39930.89,-22.025728,71.57634
Satellite 432,-5324.0337,755.5319,4371.811,-5336.0073,656.9799,4389.2344,100.79404
Satellite 433,122.21243,-5613.8745,3910.3992,239.37724,-5686.607,3904.0852,138.04877
Satellite 434,-741.3253,1084.6051,6805.8506,-605.26044,1069.5288,6771.907,141.0429
Satellite 435,1507.4731,4956.9497,4603.0576,1724.9304,4917.387,4601.987,221.02943
Satellite 436,40949.59,9747.036,2520.8062,40880.004,9783.095,2493.511,82.99067
Satellite 437,-5703.7246,-3692.3726,2083.0,-5691.0396,-3670.5317,2090.968,26.484362
Satellite 438,-2447.8552,3596.964,-5384.7915,-2472.2312,3557.8806,-5393.104,46.80604
Satellite 439,-4934.645,1741.3416,-4438.991,-4909.7046,1707.0729,-4422.6636,45.419807
Satellite 440,5374.498,2921.6907,3099.469,5432.791,2897.1704,3089.9375,63.954384
Satellite 441,-89.87885,-5731.0723,-3782.2976,-428.43802,-5682.433,-3814.2854,343.5277
Satellite 442,-3886.4333,-2273.64,5251.8066,-3822.4517,-2290.857,5193.5757,88.209564
Satellite 443,6096.249,-2034.7485,-2589.2625,6084.1416,-1988.1868,-2576.7927,49.69992
Satellite 444,-3168.957,-6546.027,-879.0491,-3193.6265,-6558.3345,-846.92755,42.330254
Satellite 445,2252.302,2495.1423,5918.602,2393.8777,2604.3206,5940.5254,180.12271
Satellite 446,-6517.375,2127.977,-940.64,-6531.126,2108.5068,-982.1253,47.84567
Satellite 447,1738.4867,4465.69,4935.8945,1802.3127,4468.515,4955.737,66.898895
Satellite 448,-1933.8507,6795.988,450.5992,-1976.8004,6747.4365,391.57764,87.666695
Satellite 449,5890.563,2653.8105,-2532.2734,5977.828,2660.4167,-2572.054,96.13187
Satellite 450,3786.681,-2880.8267,5337.1147,3776.1035,-2970.8032,5362.818,94.17172
Satellite 451,3830.3894,3411.842,-4379.4736,3749.244,3304.4336,-4393.4023,135.33357
Satellite 452,-3285.8503,5785.479,1776.3877,-3240.482,5843.26,1827.7463,89.63604
Satellite 453,-1139.016,-5918.565,3424.6057,-1153.206,-5914.8193,3462.8647,40.977325
Satellite 454,4214.1978,4230.587,3353.495,4286.131,4220.8086,3311.61,83.81134
Satellite 455,2991.1443,4430.9937,-4107.4307,2889.7634,4445.011,-4175.9507,123.16479
Satellite 456,2015.9705,4600.923,-4617.7036,1884.6042,4543.4814,-4609.736,143.59695
Satellite 457,-4024.6345,-490.58835,5735.826,-3863.7483,-530.32904,5756.0815,166.95503
Satellite 458,-5134.465,2874.6072,-3645.5776,-5086.06,2759.2952,-3682.517,130.40094
Satellite 459,-6831.4673,-746.66077,783.5833,-6759.295,-712.79266,770.90466,80.725746
Satellite 460,1247.5662,6711.1597,-1103.0336,1217.3862,6744.324,-1168.5323,79.37762
Satellite 461,-3491.0784,2063.286,-5783.7,-3458.5327,2116.444,-5928.811,157.93091
Satellite 462,4457.897,-68.46755,-5295.889,4454.462,-167.62785,-5251.217,108.812614
Satellite 463,1817.585,6160.544,-2402.3967,1878.3674,6169.765,-2356.5122,76.71329
Satellite 464,1952.3724,-3581.2283,-6393.9595,1947.3584,-3536.7427,-6432.2427,58.904266
Satellite 465,5148.785,1290.3115,-4469.4688,5173.885,1229.1296,-4460.152,66.78336
Satellite 466,1644.2544,5636.362,-3664.514,1743.2424,5620.32,-3626.6587,107.18674
Satellite 467,5480.9497,-3929.917,1615.639,5475.56,-3941.7056,1641.6268,29.041077
Satellite 468,-2785.759,5331.567,-3463.166,-2836.1711,5337.8516,-3574.2253,122.1272
Satellite 469,4340.1475,4814.741,-2432.0703,4253.1763,4797.0396,-2436.2983,88.85501
Satellite 470,39094.6,-14139.659,6178.022,39054.316,-13851.247,6171.364,291.28812
Satellite 471,-2983.3274,-4004.542,-4653.1504,-2988.7979,-3916.6042,-4619.3154,94.38102
Satellite 472,430.5893,6491.5713,-2065.0344,178.82216,6498.5015,-2072.461,251.97197
Satellite 473,-87.145096,-5993.8105,-3088.899,-437.07483,-5929.9707,-3057.2664,357.1092
Satellite 474,-4102.9653,5402.127,1188.1898,-4174.9653,5495.6465,1193.4944,118.14415
Satellite 475,-6138.726,2147.769,-2366.3757,-6147.1104,2134.7903,-2366.8274,15.457953
Satellite 476,-4608.629,-4489.9077,-2547.788,-4487.3633,-4464.2383,-2507.3218,130.39093
Satellite 477,1291.1765,-2394.1973,-6407.603,1286.5782,-2494.5588,-6436.7407,104.60686
Satellite 478,-1854.4283,3745.2449,5501.513,-1919.3346,3727.1003,5433.0024,96.1029
Satellite 479,6904.692,-439.8964,5.090034,6916.788,-527.73517,92.5425,124.53876
Satellite 480,5265.0903,2007.159,4009.4954,5299.902,1987.1039,4025.269,43.160877
Satellite 481,-40602.867,11422.709,211.50809,-40822.637,11199.621,237.72786,314.252
Satellite 482,4543.6025,4956.859,-351.78482,4436.5303,4875.1606,-381.75662,137.97601
Satellite 483,-3444.5388,-3748.4504,4597.058,-3508.9653,-3747.2239,4600.099,64.5099
Satellite 484,338.5597,-6593.835,2059.476,239.37724,-6474.0166,2022.0913,159.97255
Satellite 485,2552.2979,3949.291,5385.701,2489.3696,3898.792,5396.8364,81.45002
Satellite 486,5885.4844,1669.2845,3259.7705,5835.9062,1515.7124,3314.2683,170.33028
Satellite 487,433.90652,-5164.593,4474.3857,239.37724,-5253.0757,4476.8135,213.72122
Satellite 488,483.44797,6607.7534,1429.2799,212.53984,6570.7266,1416.833,273.70993
Satellite 489,1001.5909,-5257.429,4385.3457,891.2879,-5197.8315,4373.1045,125.97014
Satellite 490,-1119.169,-2558.5078,6345.2573,-1196.2145,-2569.2031,6417.189,105.946045
Satellite 491,5860.154,3090.099,1754.8131,5820.9443,3156.8196,1752.5336,77.42221
Satellite 492,-5112.4443,2980.7954,3211.8054,-5086.06,3018.9443,3165.6887,65.40811
Satellite 493,5338.564,974.05133,4291.2524,5314.925,989.6271,4286.9,28.641897
Satellite 494,-2796.1409,-5216.782,3460.388,-2786.5762,-5212.213,3462.8647,10.885626
Satellite 495,-5731.8213,2312.25,2144.2407,-5699.6143,2275.4326,2089.2197,73.62148
Satellite 496,2521.3447,4410.6255,-4651.576,2461.5923,4385.7085,-4641.6875,65.49043
Satellite 497,2807.8066,-2669.1724,-5255.394,2839.6262,-2636.106,-5253.1035,45.94692
Satellite 498,1037.6484,-5810.348,3643.1323,1068.8866,-5784.2095,3710.0723,78.35821
Satellite 499,-4444.4253,-396.4082,-5295.309,-4443.4033,-346.6427,-5229.509,82.50653
Satellite 500,-2636.0676,6133.4033,-1825.5845,-2470.549,6161.007,-1796.711,170.27043
Satellite 501,5118.014,-4577.109,967.08966,5067.433,-4663.7056,969.9611,100.32783
Satellite 502,1455.7135,1111.6324,6620.455,1297.8882,1028.5585,6604.8193,179.03796
Satellite 503,-3816.629,5326.3105,2207.9158,-3811.7026,5284.5186,2212.8086,42.364826
Satellite 504,4095.0598,4907.9263,-3282.6826,4032.4226,4922.7593,-3265.69,66.574684
Satellite 505,-274.675,3931.6724,-5648.875,-449.66187,3815.9849,-5703.242,216.70209
Satellite 506,4700.2593,-3120.14,-3839.9177,4736.181,-3165.2651,-3845.3584,57.933323
Satellite 507,6712.913,-251.0554,1677.7214,6702.095,-242.42406,1700.194,26.392069
Satellite 508,-3861.9888,-2946.9094,4851.6143,-3822.4517,-2991.9077,4826.4097,64.98693
Satellite 509,3273.5154,5569.9546,-2598.906,3305.4873,5515.278,-2643.1367,77.253525
Satellite 510,-4963.878,-2929.0369,3835.4746,-5075.281,-2816.258,3752.2197,179.05592
Satellite 511,-1345.1162,-6478.841,-2026.1571,-1305.3998,-6474.0166,-2007.7288,44.048515
Satellite 512,4939.1655,-2266.5945,4271.1343,4985.85,-2217.0442,4237.3535,75.99882
Satellite 513,331.10413,4411.0967,-5325.6846,185.05896,4456.8384,-5251.217,170.19678
Satellite 514,6816.559,-756.58344,1127.1702,6763.3257,-685.5467,1188.7556,108.04065
Satellite 515,-673.49475,-6877.937,330.43475,-605.26044,-6821.781,470.80423,165.87054
Satellite 516,-4570.709,4571.7544,2518.5256,-4479.3496,4531.8047,2527.2405,100.09227
Satellite 517,2141.9329,-5529.1772,3450.3562,2351.956,-5636.4043,3384.1638,244.92613
Satellite 518,-2344.4617,-4734.5605,-4474.2666,-2417.9133,-4676.643,-4430.8906,103.10702
Satellite 519,-5585.842,-2807.742,-2954.9336,-5536.5596,-2811.7556,-2980.153,55.50558
Satellite 520,-5635.2935,-1144.2412,-3912.126,-5626.5596,-1088.0737,-3852.7554,82.194496
Satellite 521,2230.404,6525.9976,-532.43134,2324.8875,6475.2983,-531.2218,107.23333
Satellite 522,5090.397,-4838.8745,741.4788,5045.3613,-4792.6147,690.71576,82.128334
Satellite 523,815.56177,6683.3433,262.80182,782.52454,6646.3975,271.4571,50.312668
Satellite 524,5672.5264,1469.8608,3665.7664,5624.831,1451.5856,3735.9802,86.826355
Satellite 525,1517.4177,400.70477,-6691.0312,1731.4863,441.11377,-6703.715,218.21808
Satellite 526,-1331.284,-4988.766,4622.559,-1305.3998,-5054.953,4601.987,73.986046
Satellite 527,-3475.4587,-119.07004,6000.9478,-3458.5327,-104.551254,5944.453,60.73655
Satellite 528,-4162.1504,-1565.0039,-6126.642,-4130.2773,-1628.8567,-6126.186,71.3672
Satellite 529,-2932.767,-6287.7695,297.30054,-2988.7979,-6381.174,259.855,115.178024
Satellite 530,-3390.6768,-2535.643,5460.7515,-3413.8464,-2568.6506,5433.0024,48.952446
Satellite 531,1297.2458,-6752.425,573.4891,1277.9414,-6741.08,613.4227,45.78276
Satellite 532,-3559.4685,3786.04,-4482.672,-3553.6516,3812.6782,-4460.152,35.363544
Satellite 533,2838.2888,24239.527,-16734.262,2845.4722,24243.545,-16671.475,63.324265
Satellite 534,3759.1426,5688.6987,-21.365856,3710.0535,5620.32,-60.850574,92.975586
Satellite 535,-4901.6084,3591.0142,2230.0967,-4904.243,3620.6484,2220.6301,31.220955
Satellite 536,-5435.0723,2687.5916,-3357.3945,-5399.3496,2682.6572,-3404.5254,59.344532
Satellite 537,-3016.9363,3462.3335,-5355.077,-3018.4194,3550.4458,-5353.7627,88.13459
Satellite 538,5035.0854,3402.0662,3155.7893,5024.5986,3293.9717,3100.9565,121.659454
Satellite 539,-2511.2668,1974.7715,-6181.1904,-2438.5137,1932.2488,-6213.274,90.16959
Satellite 540,-6095.484,3113.4036,-1025.0786,-6142.0083,3069.9275,-985.80237,74.81519
Satellite 541,-4751.8843,-4242.1577,-2750.1404,-4774.6953,-4254.9897,-2723.275,37.506775
Satellite 542,-2820.285,-3280.221,-5414.6787,-2796.3274,-3283.4111,-5417.327,24.313665
Satellite 543,-1007.35156,-3983.447,5295.223,-1173.8066,-4010.2769,5342.293,175.05057
Satellite 544,-6339.094,2002.5739,1967.9696,-6287.391,1924.3114,2018.4136,106.50267
Satellite 545,4053.2332,-1547.6384,5145.097,4032.4226,-1598.5018,5148.0513,55.035366
Satellite 546,6404.1304,-2191.419,169.73299,6364.1094,-2281.6821,169.83536,98.7377
Satellite 547,-3576.5798,-4027.3113,4330.538,-3508.9653,-4062.6404,4288.0283,87.33239
Satellite 548,-6317.67,1766.979,1867.406,-6296.802,1707.0729,1892.4791,68.21207
Satellite 549,5786.427,2523.1467,2865.2373,5796.581,2556.2036,2882.5933,38.692333
Satellite 550,5458.8467,1282.2821,-4087.3,5453.4883,1225.8225,-4145.961,81.59349
Satellite 551,821.3082,3658.937,5725.396,843.0796,3672.103,5730.372,25.924843
Satellite 552,31891.268,26743.455,7212.988,31848.75,26831.043,7184.43,101.46388
Satellite 553,664.2712,664.6272,-6765.3916,843.0796,656.9799,-6700.6196,190.33217
Satellite 554,6312.652,-2873.8528,-39.016747,6346.695,-2918.2937,-60.850574,60.08856
Satellite 555,-48.624577,-4536.615,5125.126,239.37724,-4416.45,5152.5493,313.26782
Satellite 556,11.654816,1771.6736,6796.993,239.37724,1707.0729,6748.2974,241.66513
Satellite 557,4412.629,376.14938,5215.7227,4477.709,373.91104,5183.4375,72.68258
Satellite 558,5631.6147,2565.3276,-2671.6353,5617.5117,2610.556,-2720.4292,68.00986
Satellite 559,-3727.128,1565.931,-5415.4917,-3780.0376,1546.9231,-5399.346,58.492836
Satellite 560,2531.9658,-6116.0835,1801.7501,2491.392,-6086.124,1769.6655,59.776405
Satellite 561,-5487.5767,3096.7283,-2938.418,-5521.6616,3150.84,-2869.6396,93.91661
Satellite 562,3190.698,4612.52,4042.8267,3262.7195,4543.4814,3981.5854,117.063675
Satellite 563,3822.6572,-4826.792,-2994.0942,3774.081,-4917.2393,-3044.531,114.38628
Satellite 564,2754.402,-5862.506,2423.6184,2899.4395,-5889.9106,2452.2913,150.36285
Satellite 565,-34939.84,-23615.986,-36.33631,-34947.027,-23431.037,-22.025728,185.64124
Satellite 566,1292.4827,6711.148,-1141.8458,1217.3862,6598.8477,-1099.0608,141.70882
Satellite 567,-14618.994,-39541.543,119.82698,-14503.486,-39781.887,136.1061,267.15573
Satellite 568,-4244.041,-2685.484,-4760.388,-4227.7417,-2751.9124,-4801.8774,79.99855
Satellite 569,-374.98413,6501.462,2112.7036,-497.62988,6449.6245,2145.681,137.17361
Satellite 570,-1001.0966,1774.6064,6758.68,-1153.206,1727.6836,6748.2974,159.52065
Satellite 571,-6313.6465,1218.8519,-2556.287,-6287.391,1191.8319,-2507.3218,61.782116
Satellite 572,2277.2312,6364.557,1848.3575,2372.256,6299.0303,1833.9774,116.31977
